sentiment,text
NEGATIVE,"If you want to have a horrific customer service experience, then make sure you go to Eyemaster's on Ray Rd. They will ensure you a terrible time.If you love being"
POSITIVE,"Great location in Summerlin in the Albertson shopping center. Prompt seating, service and food. So prompt that I felt rushed that's why I rated 4/5. Food was great. Very fresh!"
NEGATIVE,"Food was ok, a bit overpriced, but it was in the casino. But the service took forever for coffee, over 20 minutes to get the bill after asking for it."
NEGATIVE,"Agree with the previous reviewer that this home purchasing process was the most stressful, horrible experience and that was all because of Wilson Parker Homes and their agents. Their sales"
NEGATIVE,"Just finished one of the lunch specials called Baracoa Taco's. The tag-line for these was low calories. There was a picture of the plate on a table tent, looked good,"
POSITIVE,Great customer service. Dog friendly patio. The best gluten free lemon ricotta pancakes the size of your head. Maybe bigger. So so good!
NEGATIVE,"Went here on a Friday night at about 8pm. Very few people there, now we know why. HORRIBLE HORRENDOUS service & food was only marginal. There are too many great"
NEGATIVE,I've been to Sol a couple times before and the standout items for me have been the Vampiro Taco and the Cucumber Jalapeño Margarita. This time we decided to try
POSITIVE,Food was great. Best place for breakfast I've been to in Vegas. Large selection. Probably not a good place on the weekends as we waited 20 minutes on a Monday
POSITIVE,"Don't let the name throw you off, this is one of Madison's best dining establishments. It has a unique atmosphere, a fine menu selection, excellent service and an overall great"
POSITIVE,Costco always has everything you need and all the stuff that you never knew you needed! Love the food court! Polish dog and a churro are my favorite! (oooo and
NEGATIVE,We normally stop by here to eat when we r in vegas. N this time we have to give it 1 star. I'll explain it in a little bit down
POSITIVE,We are local and had to stay at a hotel due to a house emergency repair. We were very pleasantly surprised about how comfortable and welcome we felt at this
NEGATIVE,"Lately, the Rock Bottom is hit or miss. The beers are always good and the Uppity Jagoff IPA is one of the best India Pale Ales I've ever tasted. The"
NEGATIVE,Ordered the tiger prawn last night to accompany a salad & wine BUT I was brought shrimp tempura instead; without any questions or explanation of the substitution. Not sure if
NEGATIVE,I love Anthropologie but this location has a staff that stalks you. I couldn't  pick up a single item without them clamoring to fight over who would rush it
NEGATIVE,"Disgusting, gross, unedible.....I've never been so disgusted by food in my life. Ordered a simple tuna roll, the roll had a really fishy smell and the avocado was hard. One"
POSITIVE,"Stonecrest in my opinion is a jack of all trades! There are so many wonderful options and this is such a great location.I've visited this shopping area numerous times, and"
NEGATIVE,Cab #785. Took cab from hotel to airport. The hotel told me to make sure to ask to go through paradise. But the cab initially wanted to take the highway
NEGATIVE,"I like Umami Burger but not this location.The quality standard at this location was poor and what the heck, why it has to be inside a sports book? We decided"
NEGATIVE,I've been to MAC twice and not one time out of the 10 people they have working the counter do I ever get asked for help! My intentions were to
POSITIVE,"Guess what? Beautiful flooring job once again. Upstairs done last week.. professional, courteous and timely. Props to Abel and his crew as well as Apollo and staff, but especially my"
NEGATIVE,"I'm going to agree with my friend, Shawn J.I am old enough to remember when Thirty Ice Cream was located in the now defunct Thrifty Drug Stores. It was a"
POSITIVE,Mahvelous!!! Great food prices service volume quality. Sangria is home made daily. Sauces are the best. Stuffed avocado is remarkable. First time already planning our return. The owner came to
POSITIVE,"Ever since I left San Diego for Arizona, I've been looking for a Vietnamese place that has my favorite pho dish, pho bo kho.  For some reason, no one"
POSITIVE,I do love this place. I have been going here for for New Year's even dinner as a tradition since moving to the Valley. My most recent visit did not
POSITIVE,Came here for a tasting and appetizer. The wines were great. I loved the summer rain so much I took a bottle home.only $13 a bottle it is a really
POSITIVE,Service was great and she was very sweet! Our doggies were in great hands and they look amazing! Definitely will be coming back.
NEGATIVE,The food was decent for a quick lunch spot. The price is ok but it would be better if they didnt kill you with all the extra charges for every
POSITIVE,"So much food!  Service was awesome.I over-ordered big time!I ordered some biscuits and gravy, that is completely a meal on its own!And then I two normal burgers with some"
POSITIVE,Great dinner. A hipster joint that delivers great food. The smoked whiskey and the cookie and milk was a very nice touch.
POSITIVE,I have been buying handmade soaps from Little Mama Products at the Roadrunner Farmer's Market for the last few years. Her products are all handmade with natural ingredients. I have
POSITIVE,"I am so happy to have found a really great thai place near the strip! Don't get me wrong, Lotus of Siam is good but I actually prefer the Drunken"
POSITIVE,"Great restaurant. Food is fresh and service is excellent. Their strengths are the mediterranean dishes. Kebabs, eggplant dishes, all good.  Their salmon weekend special is pretty wonderful too. Never"
NEGATIVE,Worthless store. I've been here twice now and was not able to get help. The second time I weighted for 20 min just to get seen. Then the guy couldn't
NEGATIVE,Very disappointing experience. We were very excited to try Chef Antoine's new restaurant but it was a very unpleasant experience. A very very bad service...
POSITIVE,"The first reviewer says it all pretty much. The regulars are pretty nice, everyone knows your name here. $1.25 for a beer (bud/bud light/Amber bock) and $6 for a large"
POSITIVE,FANTASTIC!!!!!!  Pricing is great as well.  Many a Loco Moco I have consumed and this one was rad!  No Hawaiian food in Santa Fe so this turned
NEGATIVE,Food tasted like it came out of cardboard boxes or something i could have gotten at costco is was nasty and service was bad.
POSITIVE,"We had a good meal here last night. It was our first visit here, and I'm sure we'll visit again. It was around 6pm or so and the place was"
NEGATIVE,I called in advance and made an appointment because I wanted SNS nails & not all technicians do this.  I was assured they had SNS color and could do
POSITIVE,This is honestly some of the best food I have ever eaten in college!!! This J.Y.Chang guy has some serious talent when it come to cooking!!!
POSITIVE,"Good, authentic mexican food in the hood."
NEGATIVE,I came here for lunch. I ordered two beef tacos with beans and rice and a shrimp tostada. Everything tasted awful. The shrimp was not deveined and the tostada was
POSITIVE,Amazing service and food!! It was great portions and good prices for seafood! Great date spot.
NEGATIVE,This place has a complete cast of idiots working here. I don't know if it's poor hiring or poor management. A complete lack of knowledge regarding what restaurants are actually
NEGATIVE,"Me and my girlfriend decide to try this new place out inside of townsqaure. Menu seemed nice and simple, food was fairly good but the service was a horrible experience."
